province,ym,pm25,hours
นครพนม,2025-06,12.0,720
นครพนม,2025-07,9.0,744
นครพนม,2025-08,9.4,744
นครพนม,2025-09,6.7,720
นครพนม,2025-10,10.2,744
นครพนม,2025-11,12.1,720
นครพนม,2025-12,13.4,744
นครราชสีมา,2022-08,12.9,665
นครราชสีมา,2022-09,14.7,720
นครราชสีมา,2022-10,18.1,744
นครราชสีมา,2022-11,16.9,720
นครราชสีมา,2022-12,13.3,744
นครราชสีมา,2023-01,16.9,744
นครราชสีมา,2023-02,23.1,672
นครราชสีมา,2023-03,26.7,744
นครราชสีมา,2023-04,27.6,720
นครราชสีมา,2023-05,21.0,744
นครราชสีมา,2023-06,12.8,720
นครราชสีมา,2023-07,10.7,744
นครราชสีมา,2023-08,16.0,744
นครราชสีมา,2023-09,13.1,720
นครราชสีมา,2023-10,11.7,744
นครราชสีมา,2023-11,10.5,720
นครราชสีมา,2023-12,8.7,744
นครราชสีมา,2024-01,12.4,744
นครราชสีมา,2024-02,22.4,696
นครราชสีมา,2024-03,23.1,744
นครราชสีมา,2024-04,23.4,720
นครราชสีมา,2024-05,19.7,744
นครราชสีมา,2024-06,14.3,720
นครราชสีมา,2024-07,11.2,744
นครราชสีมา,2024-08,20.1,744
นครราชสีมา,2024-09,13.7,720
นครราชสีมา,2024-10,11.3,744
นครราชสีมา,2024-11,10.1,720
นครราชสีมา,2024-12,10.3,744
นครราชสีมา,2025-01,19.1,744
นครราชสีมา,2025-02,19.6,672
นครราชสีมา,2025-03,33.4,744
นครราชสีมา,2025-04,30.5,720
นครราชสีมา,2025-05,24.5,744
นครราชสีมา,2025-06,14.0,720
นครราชสีมา,2025-07,9.8,744
นครราชสีมา,2025-08,10.6,744
นครราชสีมา,2025-09,9.9,720
นครราชสีมา,2025-10,10.1,744
นครราชสีมา,2025-11,11.8,720
นครราชสีมา,2025-12,9.9,744
นครศรีธรรมราช,2022-08,6.8,665
นครศรีธรรมราช,2022-09,6.9,720
นครศรีธรรมราช,2022-10,7.1,744
นครศรีธรรมราช,2022-11,8.4,720
นครศรีธรรมราช,2022-12,9.0,744
นครศรีธรรมราช,2023-01,11.9,744
นครศรีธรรมราช,2023-02,12.8,672
นครศรีธรรมราช,2023-03,14.1,744
นครศรีธรรมราช,2023-04,19.1,720
นครศรีธรรมราช,2023-05,8.9,744
นครศรีธรรมราช,2023-06,8.0,720
นครศรีธรรมราช,2023-07,7.4,744
นครศรีธรรมราช,2023-08,6.0,744
นครศรีธรรมราช,2023-09,7.7,720
นครศรีธรรมราช,2023-10,7.5,744
นครศรีธรรมราช,2023-11,6.7,720
นครศรีธรรมราช,2023-12,8.1,744
นครศรีธรรมราช,2024-01,12.2,744
นครศรีธรรมราช,2024-02,10.2,696
นครศรีธรรมราช,2024-03,10.9,744
นครศรีธรรมราช,2024-04,9.5,720
นครศรีธรรมราช,2024-05,9.8,744
นครศรีธรรมราช,2024-06,8.9,720
นครศรีธรรมราช,2024-07,11.9,744
นครศรีธรรมราช,2024-08,8.7,744
นครศรีธรรมราช,2024-09,5.9,720
นครศรีธรรมราช,2024-10,6.8,744
นครศรีธรรมราช,2024-11,7.7,720
นครศรีธรรมราช,2024-12,8.8,744
นครศรีธรรมราช,2025-01,14.4,744
นครศรีธรรมราช,2025-02,14.1,672
นครศรีธรรมราช,2025-03,15.7,744
นครศรีธรรมราช,2025-04,10.2,720
นครศรีธรรมราช,2025-05,9.7,744
นครศรีธรรมราช,2025-06,12.7,720
นครศรีธรรมราช,2025-07,10.2,744
นครศรีธรรมราช,2025-08,10.2,744
นครศรีธรรมราช,2025-09,6.6,720
นครศรีธรรมราช,2025-10,6.6,744
นครศรีธรรมราช,2025-11,8.7,720
นครศรีธรรมราช,2025-12,10.6,744
นครสวรรค์,2022-08,7.4,665
นครสวรรค์,2022-09,9.8,720
นครสวรรค์,2022-10,17.0,744
นครสวรรค์,2022-11,19.4,720
นครสวรรค์,2022-12,15.7,744
นครสวรรค์,2023-01,19.3,744
นครสวรรค์,2023-02,26.2,672
นครสวรรค์,2023-03,31.2,744
นครสวรรค์,2023-04,33.8,720
นครสวรรค์,2023-05,18.2,744
นครสวรรค์,2023-06,5.8,720
นครสวรรค์,2023-07,6.1,744
นครสวรรค์,2023-08,4.9,744
นครสวรรค์,2023-09,9.8,720
นครสวรรค์,2023-10,10.8,744
นครสวรรค์,2023-11,12.9,720
นครสวรรค์,2023-12,13.5,744
นครสวรรค์,2024-01,17.7,744
นครสวรรค์,2024-02,23.3,696
นครสวรรค์,2024-03,26.5,744
นครสวรรค์,2024-04,26.5,720
นครสวรรค์,2024-05,21.2,744
นครสวรรค์,2024-06,3.9,720
นครสวรรค์,2024-07,4.7,744
นครสวรรค์,2024-08,5.8,744
นครสวรรค์,2024-09,10.2,720
นครสวรรค์,2024-10,13.4,744
นครสวรรค์,2024-11,14.1,720
นครสวรรค์,2024-12,15.7,744
นครสวรรค์,2025-01,28.6,744
นครสวรรค์,2025-02,35.2,672
นครสวรรค์,2025-03,38.8,744
นครสวรรค์,2025-04,31.2,720
นครสวรรค์,2025-05,24.4,744
นครสวรรค์,2025-06,16.4,720
นครสวรรค์,2025-07,10.2,744
นครสวรรค์,2025-08,9.5,744
นครสวรรค์,2025-09,9.2,720
นครสวรรค์,2025-10,11.0,744
นครสวรรค์,2025-11,14.4,720
นครสวรรค์,2025-12,14.2,744
นนทบุรี,2022-08,43.6,665
นนทบุรี,2022-09,61.4,720
นนทบุรี,2022-10,66.2,744
นนทบุรี,2022-11,78.9,720
นนทบุรี,2022-12,55.7,744
นนทบุรี,2023-01,54.0,744
นนทบุรี,2023-02,77.5,672
นนทบุรี,2023-03,71.7,744
นนทบุรี,2023-04,64.7,720
นนทบุรี,2023-05,51.1,744
นนทบุรี,2023-06,32.3,720
นนทบุรี,2023-07,15.2,744
นนทบุรี,2023-08,14.7,744
นนทบุรี,2023-09,23.6,720
นนทบุรี,2023-10,34.2,744
นนทบุรี,2023-11,29.7,720
นนทบุรี,2023-12,29.8,744
นนทบุรี,2024-01,48.1,744
นนทบุรี,2024-02,35.8,696
นนทบุรี,2024-03,32.8,744
นนทบุรี,2024-04,30.6,720
นนทบุรี,2024-05,31.5,744
นนทบุรี,2024-06,15.0,720
นนทบุรี,2024-07,16.2,744
นนทบุรี,2024-08,18.7,744
นนทบุรี,2024-09,23.5,720
นนทบุรี,2024-10,38.6,744
นนทบุรี,2024-11,27.2,720
นนทบุรี,2024-12,24.1,744
นนทบุรี,2025-01,43.1,744
นนทบุรี,2025-02,51.9,672
นนทบุรี,2025-03,46.4,744
นนทบุรี,2025-04,41.2,720
นนทบุรี,2025-05,38.1,744
นนทบุรี,2025-06,26.1,720
นนทบุรี,2025-07,21.1,744
นนทบุรี,2025-08,19.2,744
นนทบุรี,2025-09,22.6,720
นนทบุรี,2025-10,26.6,744
นนทบุรี,2025-11,28.0,720
นนทบุรี,2025-12,25.2,744
นราธิวาส,2022-08,11.0,665
นราธิวาส,2022-09,10.0,720
นราธิวาส,2022-10,8.5,744
นราธิวาส,2022-11,9.3,720
นราธิวาส,2022-12,13.1,744
นราธิวาส,2023-01,13.6,744
นราธิวาส,2023-02,13.1,672
นราธิวาส,2023-03,14.2,744
นราธิวาส,2023-04,17.5,720
นราธิวาส,2023-05,10.9,744
นราธิวาส,2023-06,13.3,720
นราธิวาส,2023-07,13.6,744
นราธิวาส,2023-08,10.3,744
นราธิวาส,2023-09,11.8,720
นราธิวาส,2023-10,9.2,744
นราธิวาส,2023-11,7.7,720
นราธิวาส,2023-12,10.9,744
นราธิวาส,2024-01,13.3,744
นราธิวาส,2024-02,12.0,696
นราธิวาส,2024-03,12.9,744
นราธิวาส,2024-04,10.8,720
นราธิวาส,2024-05,11.1,744
นราธิวาส,2024-06,12.1,720
นราธิวาส,2024-07,21.0,744
นราธิวาส,2024-08,12.3,744
นราธิวาส,2024-09,10.8,720
นราธิวาส,2024-10,8.5,744
นราธิวาส,2024-11,6.7,720
นราธิวาส,2024-12,9.3,744
นราธิวาส,2025-01,13.6,744
นราธิวาส,2025-02,12.5,672
นราธิวาส,2025-03,13.5,744
นราธิวาส,2025-04,9.2,720
นราธิวาส,2025-05,8.6,744
นราธิวาส,2025-06,13.9,720
นราธิวาส,2025-07,14.7,744
นราธิวาส,2025-08,12.5,744
นราธิวาส,2025-09,9.7,720
นราธิวาส,2025-10,6.7,744
นราธิวาส,2025-11,8.8,720
นราธิวาส,2025-12,11.3,744
น่าน,2022-08,6.1,665
น่าน,2022-09,7.6,720
น่าน,2022-10,9.9,744
น่าน,2022-11,9.6,720
น่าน,2022-12,10.4,744
น่าน,2023-01,14.0,744
น่าน,2023-02,23.8,672
น่าน,2023-03,35.0,744
น่าน,2023-04,41.2,720
น่าน,2023-05,15.5,744
น่าน,2023-06,8.0,720
น่าน,2023-07,7.7,744
น่าน,2023-08,8.7,744
น่าน,2023-09,7.2,720
น่าน,2023-10,7.5,744
น่าน,2023-11,9.6,720
น่าน,2023-12,8.6,744
น่าน,2024-01,11.0,744
น่าน,2024-02,17.4,696
น่าน,2024-03,28.5,744
น่าน,2024-04,32.0,720
น่าน,2024-05,18.8,744
น่าน,2024-06,7.7,720
น่าน,2024-07,6.7,744
น่าน,2024-08,7.5,744
น่าน,2024-09,8.9,720
น่าน,2024-10,11.0,744
น่าน,2024-11,11.4,720
น่าน,2024-12,12.4,744
น่าน,2025-01,21.4,744
น่าน,2025-02,22.0,672
น่าน,2025-03,39.5,744
น่าน,2025-04,29.7,720
น่าน,2025-05,15.3,744
น่าน,2025-06,11.9,720
น่าน,2025-07,9.9,744
น่าน,2025-08,9.2,744
น่าน,2025-09,6.9,720
น่าน,2025-10,8.1,744
น่าน,2025-11,8.9,720
น่าน,2025-12,10.2,744
บึงกาฬ,2022-08,6.9,665
บึงกาฬ,2022-09,9.3,720
บึงกาฬ,2022-10,13.2,744
บึงกาฬ,2022-11,9.6,720
บึงกาฬ,2022-12,14.4,744
บึงกาฬ,2023-01,24.4,744
บึงกาฬ,2023-02,33.8,672
บึงกาฬ,2023-03,79.3,744
บึงกาฬ,2023-04,66.6,720
บึงกาฬ,2023-05,21.8,744
บึงกาฬ,2023-06,9.0,720
บึงกาฬ,2023-07,8.0,744
บึงกาฬ,2023-08,10.0,744
บึงกาฬ,2023-09,9.5,720
บึงกาฬ,2023-10,11.4,744
บึงกาฬ,2023-11,11.9,720
บึงกาฬ,2023-12,12.0,744
บึงกาฬ,2024-01,13.3,744
บึงกาฬ,2024-02,25.0,696
บึงกาฬ,2024-03,34.2,744
บึงกาฬ,2024-04,54.1,720
บึงกาฬ,2024-05,24.6,744
บึงกาฬ,2024-06,9.3,720
บึงกาฬ,2024-07,8.6,744
บึงกาฬ,2024-08,10.3,744
บึงกาฬ,2024-09,9.9,720
บึงกาฬ,2024-10,13.6,744
บึงกาฬ,2024-11,16.1,720
บึงกาฬ,2024-12,20.2,744
บึงกาฬ,2025-01,32.5,744
บึงกาฬ,2025-02,27.8,672
บึงกาฬ,2025-03,59.3,744
บึงกาฬ,2025-04,61.2,720
บึงกาฬ,2025-05,20.1,744
บึงกาฬ,2025-06,14.6,720
บึงกาฬ,2025-07,11.3,744
บึงกาฬ,2025-08,10.6,744
บึงกาฬ,2025-09,8.0,720
บึงกาฬ,2025-10,12.3,744
บึงกาฬ,2025-11,11.7,720
บึงกาฬ,2025-12,16.6,744
บุรีรัมย์,2022-08,10.0,665
บุรีรัมย์,2022-09,11.4,720
บุรีรัมย์,2022-10,15.3,744
บุรีรัมย์,2022-11,13.6,720
บุรีรัมย์,2022-12,10.9,744
บุรีรัมย์,2023-01,14.5,744
บุรีรัมย์,2023-02,19.8,672
บุรีรัมย์,2023-03,24.4,744
บุรีรัมย์,2023-04,22.4,720
บุรีรัมย์,2023-05,16.4,744
บุรีรัมย์,2023-06,9.4,720
บุรีรัมย์,2023-07,10.5,744
บุรีรัมย์,2023-08,13.3,744
บุรีรัมย์,2023-09,10.2,720
บุรีรัมย์,2023-10,10.0,744
บุรีรัมย์,2023-11,9.0,720
บุรีรัมย์,2023-12,7.3,744
บุรีรัมย์,2024-01,9.9,744
บุรีรัมย์,2024-02,20.8,696
บุรีรัมย์,2024-03,21.8,744
บุรีรัมย์,2024-04,18.8,720
บุรีรัมย์,2024-05,15.2,744
บุรีรัมย์,2024-06,12.2,720
บุรีรัมย์,2024-07,9.0,744
บุรีรัมย์,2024-08,11.0,744
บุรีรัมย์,2024-09,12.8,720
บุรีรัมย์,2024-10,10.6,744
บุรีรัมย์,2024-11,9.3,720
บุรีรัมย์,2024-12,10.2,744
บุรีรัมย์,2025-01,18.2,744
บุรีรัมย์,2025-02,16.4,672
บุรีรัมย์,2025-03,32.0,744
บุรีรัมย์,2025-04,29.4,720
บุรีรัมย์,2025-05,22.5,744
บุรีรัมย์,2025-06,14.9,720
บุรีรัมย์,2025-07,10.4,744
บุรีรัมย์,2025-08,9.5,744
บุรีรัมย์,2025-09,7.4,720
บุรีรัมย์,2025-10,8.0,744
บุรีรัมย์,2025-11,9.5,720
บุรีรัมย์,2025-12,7.8,744
ปทุมธานี,2022-08,35.9,665
ปทุมธานี,2022-09,48.9,720
ปทุมธานี,2022-10,33.2,744
ปทุมธานี,2022-11,37.7,720
ปทุมธานี,2022-12,22.3,744
ปทุมธานี,2023-01,35.4,744
ปทุมธานี,2023-02,59.2,672
ปทุมธานี,2023-03,47.5,744
ปทุมธานี,2023-04,50.1,720
ปทุมธานี,2023-05,44.8,744
ปทุมธานี,2023-06,31.4,720
ปทุมธานี,2023-07,18.6,744
ปทุมธานี,2023-08,18.8,744
ปทุมธานี,2023-09,25.3,720
ปทุมธานี,2023-10,29.1,744
ปทุมธานี,2023-11,16.4,720
ปทุมธานี,2023-12,15.0,744
ปทุมธานี,2024-01,31.6,744
ปทุมธานี,2024-02,32.7,696
ปทุมธานี,2024-03,31.3,744
ปทุมธานี,2024-04,29.1,720
ปทุมธานี,2024-05,30.4,744
ปทุมธานี,2024-06,19.0,720
ปทุมธานี,2024-07,18.5,744
ปทุมธานี,2024-08,26.2,744
ปทุมธานี,2024-09,23.5,720
ปทุมธานี,2024-10,30.1,744
ปทุมธานี,2024-11,17.4,720
ปทุมธานี,2024-12,15.5,744
ปทุมธานี,2025-01,31.9,744
ปทุมธานี,2025-02,47.2,672
ปทุมธานี,2025-03,40.3,744
ปทุมธานี,2025-04,36.5,720
ปทุมธานี,2025-05,31.2,744
ปทุมธานี,2025-06,26.6,720
ปทุมธานี,2025-07,21.8,744
ปทุมธานี,2025-08,21.6,744
ปทุมธานี,2025-09,19.9,720
ปทุมธานี,2025-10,17.9,744
ปทุมธานี,2025-11,18.9,720
ปทุมธานี,2025-12,15.8,744
ประจวบคีรีขันธ์,2022-08,2.8,665
ประจวบคีรีขันธ์,2022-09,3.6,720
ประจวบคีรีขันธ์,2022-10,19.8,744
ประจวบคีรีขันธ์,2022-11,20.0,720
ประจวบคีรีขันธ์,2022-12,23.2,744
ประจวบคีรีขันธ์,2023-01,24.7,744
ประจวบคีรีขันธ์,2023-02,23.0,672
ประจวบคีรีขันธ์,2023-03,24.1,744
ประจวบคีรีขันธ์,2023-04,34.4,720
ประจวบคีรีขันธ์,2023-05,9.9,744
ประจวบคีรีขันธ์,2023-06,3.6,720
ประจวบคีรีขันธ์,2023-07,3.9,744
ประจวบคีรีขันธ์,2023-08,3.3,744
ประจวบคีรีขันธ์,2023-09,3.7,720
ประจวบคีรีขันธ์,2023-10,16.6,744
ประจวบคีรีขันธ์,2023-11,25.6,720
ประจวบคีรีขันธ์,2023-12,24.6,744
ประจวบคีรีขันธ์,2024-01,30.8,744
ประจวบคีรีขันธ์,2024-02,15.3,696
ประจวบคีรีขันธ์,2024-03,16.0,744
ประจวบคีรีขันธ์,2024-04,15.1,720
ประจวบคีรีขันธ์,2024-05,10.7,744
ประจวบคีรีขันธ์,2024-06,4.1,720
ประจวบคีรีขันธ์,2024-07,3.4,744
ประจวบคีรีขันธ์,2024-08,4.0,744
ประจวบคีรีขันธ์,2024-09,4.7,720
ประจวบคีรีขันธ์,2024-10,17.9,744
ประจวบคีรีขันธ์,2024-11,15.6,720
ประจวบคีรีขันธ์,2024-12,15.3,744
ประจวบคีรีขันธ์,2025-01,22.9,744
ประจวบคีรีขันธ์,2025-02,17.9,672
ประจวบคีรีขันธ์,2025-03,20.0,744
ประจวบคีรีขันธ์,2025-04,11.1,720
ประจวบคีรีขันธ์,2025-05,7.0,744
ประจวบคีรีขันธ์,2025-06,3.9,720
ประจวบคีรีขันธ์,2025-07,3.7,744
ประจวบคีรีขันธ์,2025-08,3.3,744
ประจวบคีรีขันธ์,2025-09,2.7,720
ประจวบคีรีขันธ์,2025-10,9.9,744
ประจวบคีรีขันธ์,2025-11,12.0,720
ประจวบคีรีขันธ์,2025-12,14.2,744
ปราจีนบุรี,2022-08,15.4,665
ปราจีนบุรี,2022-09,16.7,720
ปราจีนบุรี,2022-10,15.0,744
ปราจีนบุรี,2022-11,13.8,720
ปราจีนบุรี,2022-12,9.9,744
ปราจีนบุรี,2023-01,15.3,744
ปราจีนบุรี,2023-02,20.3,672
ปราจีนบุรี,2023-03,24.5,744
ปราจีนบุรี,2023-04,26.9,720
ปราจีนบุรี,2023-05,22.5,744
ปราจีนบุรี,2023-06,14.0,720
ปราจีนบุรี,2023-07,14.9,744
ปราจีนบุรี,2023-08,17.2,744
ปราจีนบุรี,2023-09,14.9,720
ปราจีนบุรี,2023-10,15.3,744
ปราจีนบุรี,2023-11,9.3,720
ปราจีนบุรี,2023-12,8.1,744
ปราจีนบุรี,2024-01,13.5,744
ปราจีนบุรี,2024-02,22.8,696
ปราจีนบุรี,2024-03,22.3,744
ปราจีนบุรี,2024-04,18.8,720
ปราจีนบุรี,2024-05,18.9,744
ปราจีนบุรี,2024-06,17.1,720
ปราจีนบุรี,2024-07,13.5,744
ปราจีนบุรี,2024-08,19.5,744
ปราจีนบุรี,2024-09,17.9,720
ปราจีนบุรี,2024-10,13.8,744
ปราจีนบุรี,2024-11,11.2,720
ปราจีนบุรี,2024-12,10.0,744
ปราจีนบุรี,2025-01,19.4,744
ปราจีนบุรี,2025-02,26.9,672
ปราจีนบุรี,2025-03,31.5,744
ปราจีนบุรี,2025-04,26.4,720
ปราจีนบุรี,2025-05,21.1,744
ปราจีนบุรี,2025-06,17.6,720
ปราจีนบุรี,2025-07,12.8,744
ปราจีนบุรี,2025-08,14.4,744
ปราจีนบุรี,2025-09,10.8,720
ปราจีนบุรี,2025-10,11.0,744
ปราจีนบุรี,2025-11,12.0,720
ปราจีนบุรี,2025-12,9.1,744
ปัตตานี,2022-08,10.9,665
ปัตตานี,2022-09,9.1,720
ปัตตานี,2022-10,8.8,744
ปัตตานี,2022-11,8.8,720
ปัตตานี,2022-12,11.1,744
ปัตตานี,2023-01,11.8,744
ปัตตานี,2023-02,11.2,672
ปัตตานี,2023-03,14.7,744
ปัตตานี,2023-04,17.1,720
ปัตตานี,2023-05,10.0,744
ปัตตานี,2023-06,12.7,720
ปัตตานี,2023-07,10.3,744
ปัตตานี,2023-08,10.3,744
ปัตตานี,2023-09,11.5,720
ปัตตานี,2023-10,9.6,744
ปัตตานี,2023-11,7.1,720
ปัตตานี,2023-12,8.3,744
ปัตตานี,2024-01,10.2,744
ปัตตานี,2024-02,9.3,696
ปัตตานี,2024-03,10.7,744
ปัตตานี,2024-04,10.6,720
ปัตตานี,2024-05,12.0,744
ปัตตานี,2024-06,11.0,720
ปัตตานี,2024-07,19.6,744
ปัตตานี,2024-08,11.1,744
ปัตตานี,2024-09,8.1,720
ปัตตานี,2024-10,8.3,744
ปัตตานี,2024-11,6.3,720
ปัตตานี,2024-12,8.4,744
ปัตตานี,2025-01,11.9,744
ปัตตานี,2025-02,10.5,672
ปัตตานี,2025-03,12.0,744
ปัตตานี,2025-04,9.4,720
ปัตตานี,2025-05,9.4,744
ปัตตานี,2025-06,14.8,720
ปัตตานี,2025-07,11.9,744
ปัตตานี,2025-08,11.5,744
ปัตตานี,2025-09,7.8,720
ปัตตานี,2025-10,6.1,744
ปัตตานี,2025-11,8.1,720
ปัตตานี,2025-12,10.6,744
พระนครศรีอยุธยา,2022-08,27.6,665
พระนครศรีอยุธยา,2022-09,37.4,720
พระนครศรีอยุธยา,2022-10,28.4,744
พระนครศรีอยุธยา,2022-11,39.4,720
พระนครศรีอยุธยา,2022-12,18.8,744
พระนครศรีอยุธยา,2023-01,27.6,744
พระนครศรีอยุธยา,2023-02,46.4,672
พระนครศรีอยุธยา,2023-03,51.0,744
พระนครศรีอยุธยา,2023-04,55.8,720
พระนครศรีอยุธยา,2023-05,38.9,744
พระนครศรีอยุธยา,2023-06,22.1,720
พระนครศรีอยุธยา,2023-07,12.6,744
พระนครศรีอยุธยา,2023-08,11.6,744
พระนครศรีอยุธยา,2023-09,19.7,720
พระนครศรีอยุธยา,2023-10,23.2,744
พระนครศรีอยุธยา,2023-11,18.9,720
พระนครศรีอยุธยา,2023-12,20.7,744
พระนครศรีอยุธยา,2024-01,33.4,744
พระนครศรีอยุธยา,2024-02,34.5,696
พระนครศรีอยุธยา,2024-03,34.1,744
พระนครศรีอยุธยา,2024-04,32.5,720
พระนครศรีอยุธยา,2024-05,31.0,744
พระนครศรีอยุธยา,2024-06,11.8,720
พระนครศรีอยุธยา,2024-07,13.3,744
พระนครศรีอยุธยา,2024-08,14.5,744
พระนครศรีอยุธยา,2024-09,17.7,720
พระนครศรีอยุธยา,2024-10,25.7,744
พระนครศรีอยุธยา,2024-11,17.4,720
พระนครศรีอยุธยา,2024-12,15.5,744
พระนครศรีอยุธยา,2025-01,34.4,744
พระนครศรีอยุธยา,2025-02,47.6,672
พระนครศรีอยุธยา,2025-03,46.9,744
พระนครศรีอยุธยา,2025-04,44.1,720
พระนครศรีอยุธยา,2025-05,36.8,744
พระนครศรีอยุธยา,2025-06,22.3,720
พระนครศรีอยุธยา,2025-07,17.0,744
พระนครศรีอยุธยา,2025-08,14.9,744
พระนครศรีอยุธยา,2025-09,18.5,720
พระนครศรีอยุธยา,2025-10,18.4,744
พระนครศรีอยุธยา,2025-11,19.9,720
พระนครศรีอยุธยา,2025-12,16.2,744
พะเยา,2022-08,6.8,665
พะเยา,2022-09,8.4,720
พะเยา,2022-10,11.1,744
พะเยา,2022-11,12.5,720
พะเยา,2022-12,13.7,744
พะเยา,2023-01,16.2,744
พะเยา,2023-02,22.6,672
พะเยา,2023-03,33.9,744
พะเยา,2023-04,36.0,720
พะเยา,2023-05,16.2,744
พะเยา,2023-06,8.7,720
พะเยา,2023-07,8.5,744
พะเยา,2023-08,9.2,744
พะเยา,2023-09,7.5,720
พะเยา,2023-10,7.3,744
พะเยา,2023-11,10.5,720
พะเยา,2023-12,11.2,744
พะเยา,2024-01,13.4,744
พะเยา,2024-02,19.0,696
พะเยา,2024-03,29.3,744
พะเยา,2024-04,32.7,720
พะเยา,2024-05,18.7,744
พะเยา,2024-06,8.3,720
พะเยา,2024-07,7.0,744
พะเยา,2024-08,8.2,744
พะเยา,2024-09,9.7,720
พะเยา,2024-10,11.3,744
พะเยา,2024-11,12.9,720
พะเยา,2024-12,15.8,744
พะเยา,2025-01,21.7,744
พะเยา,2025-02,25.7,672
พะเยา,2025-03,41.5,744
พะเยา,2025-04,27.4,720
พะเยา,2025-05,15.0,744
พะเยา,2025-06,13.0,720
พะเยา,2025-07,9.8,744
พะเยา,2025-08,9.5,744
พะเยา,2025-09,7.4,720
พะเยา,2025-10,7.9,744
พะเยา,2025-11,8.6,720
พะเยา,2025-12,12.8,744
พังงา,2022-08,6.1,665
พังงา,2022-09,6.4,720
พังงา,2022-10,5.5,744
พังงา,2022-11,7.3,720
พังงา,2022-12,7.5,744
พังงา,2023-01,10.4,744
พังงา,2023-02,12.5,672
พังงา,2023-03,14.6,744
พังงา,2023-04,16.3,720
พังงา,2023-05,6.8,744
พังงา,2023-06,6.8,720
พังงา,2023-07,7.7,744
พังงา,2023-08,5.5,744
พังงา,2023-09,6.5,720
พังงา,2023-10,4.6,744
พังงา,2023-11,6.0,720
พังงา,2023-12,7.5,744
พังงา,2024-01,12.4,744
พังงา,2024-02,10.6,696
พังงา,2024-03,13.0,744
พังงา,2024-04,12.5,720
พังงา,2024-05,10.1,744
พังงา,2024-06,7.9,720
พังงา,2024-07,10.3,744
พังงา,2024-08,5.9,744
พังงา,2024-09,6.0,720
พังงา,2024-10,5.2,744
พังงา,2024-11,6.9,720
พังงา,2024-12,8.0,744
พังงา,2025-01,12.6,744
พังงา,2025-02,13.0,672
พังงา,2025-03,15.2,744
พังงา,2025-04,6.9,720
พังงา,2025-05,5.9,744
พังงา,2025-06,8.4,720
พังงา,2025-07,7.2,744
พังงา,2025-08,7.3,744
พังงา,2025-09,5.2,720
พังงา,2025-10,4.9,744
พังงา,2025-11,8.4,720
พังงา,2025-12,8.6,744
พัทลุง,2022-08,6.7,665
พัทลุง,2022-09,6.4,720
พัทลุง,2022-10,7.0,744
พัทลุง,2022-11,8.2,720
พัทลุง,2022-12,9.0,744
พัทลุง,2023-01,10.8,744
พัทลุง,2023-02,11.8,672
พัทลุง,2023-03,12.9,744
พัทลุง,2023-04,17.5,720
พัทลุง,2023-05,8.0,744
พัทลุง,2023-06,7.8,720
พัทลุง,2023-07,7.0,744
พัทลุง,2023-08,5.0,744
พัทลุง,2023-09,8.0,720
พัทลุง,2023-10,6.6,744
พัทลุง,2023-11,5.9,720
พัทลุง,2023-12,7.7,744
พัทลุง,2024-01,10.7,744
พัทลุง,2024-02,9.5,696
พัทลุง,2024-03,10.4,744
พัทลุง,2024-04,9.9,720
พัทลุง,2024-05,9.4,744
พัทลุง,2024-06,8.2,720
พัทลุง,2024-07,12.7,744
พัทลุง,2024-08,7.7,744
พัทลุง,2024-09,5.4,720
พัทลุง,2024-10,5.7,744
พัทลุง,2024-11,6.6,720
พัทลุง,2024-12,8.0,744
พัทลุง,2025-01,13.3,744
พัทลุง,2025-02,12.1,672
พัทลุง,2025-03,14.4,744
พัทลุง,2025-04,10.7,720
พัทลุง,2025-05,11.6,744
พัทลุง,2025-06,16.3,720
พัทลุง,2025-07,12.5,744
พัทลุง,2025-08,11.1,744
พัทลุง,2025-09,6.0,720
พัทลุง,2025-10,6.1,744
พัทลุง,2025-11,8.3,720
พัทลุง,2025-12,10.8,744
พิจิตร,2022-08,10.6,665
พิจิตร,2022-09,12.1,720
พิจิตร,2022-10,19.1,744
พิจิตร,2022-11,18.7,720
พิจิตร,2022-12,16.9,744
พิจิตร,2023-01,20.5,744
พิจิตร,2023-02,27.9,672
พิจิตร,2023-03,35.0,744
พิจิตร,2023-04,40.4,720
พิจิตร,2023-05,20.8,744
พิจิตร,2023-06,9.9,720
พิจิตร,2023-07,10.0,744
พิจิตร,2023-08,9.6,744
พิจิตร,2023-09,9.5,720
พิจิตร,2023-10,11.6,744
พิจิตร,2023-11,14.1,720
พิจิตร,2023-12,13.6,744
พิจิตร,2024-01,17.9,744
พิจิตร,2024-02,24.4,696
พิจิตร,2024-03,32.4,744
พิจิตร,2024-04,32.2,720
พิจิตร,2024-05,21.6,744
พิจิตร,2024-06,7.9,720
พิจิตร,2024-07,8.5,744
พิจิตร,2024-08,9.3,744
พิจิตร,2024-09,11.8,720
พิจิตร,2024-10,14.3,744
พิจิตร,2024-11,15.6,720
พิจิตร,2024-12,16.5,744
พิจิตร,2025-01,28.2,744
พิจิตร,2025-02,34.7,672
พิจิตร,2025-03,43.1,744
พิจิตร,2025-04,30.1,720
พิจิตร,2025-05,22.6,744
พิจิตร,2025-06,17.8,720
พิจิตร,2025-07,13.7,744
พิจิตร,2025-08,13.9,744
พิจิตร,2025-09,9.8,720
พิจิตร,2025-10,11.5,744
