province,ym,disease,persons,visits,opd,ipd
ปราจีนบุรี,2022-09,โรคเยื่อบุตาอักเสบ,467,501,467,0
ปราจีนบุรี,2022-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10877,12070,10868,22
ปราจีนบุรี,2022-10,โรคปอดอุดกั้นเรื้อรัง,469,583,441,47
ปราจีนบุรี,2022-10,โรคผิวหนังอักเสบ,399,490,399,0
ปราจีนบุรี,2022-10,โรคลมพิษ,232,252,230,3
ปราจีนบุรี,2022-10,โรคหอบหืด,641,748,634,14
ปราจีนบุรี,2022-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,388,404,388,0
ปราจีนบุรี,2022-10,โรคเยื่อบุตาอักเสบ,481,507,481,0
ปราจีนบุรี,2022-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15496,17423,15467,63
ปราจีนบุรี,2022-11,โรคปอดอุดกั้นเรื้อรัง,484,624,451,66
ปราจีนบุรี,2022-11,โรคผิวหนังอักเสบ,368,435,368,0
ปราจีนบุรี,2022-11,โรคลมพิษ,247,267,247,1
ปราจีนบุรี,2022-11,โรคหอบหืด,689,774,675,34
ปราจีนบุรี,2022-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,401,421,401,0
ปราจีนบุรี,2022-11,โรคเยื่อบุตาอักเสบ,553,585,552,1
ปราจีนบุรี,2022-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,13057,14554,13024,59
ปราจีนบุรี,2022-12,โรคปอดอุดกั้นเรื้อรัง,483,620,450,62
ปราจีนบุรี,2022-12,โรคผิวหนังอักเสบ,357,457,357,0
ปราจีนบุรี,2022-12,โรคลมพิษ,215,232,212,4
ปราจีนบุรี,2022-12,โรคหอบหืด,676,792,659,32
ปราจีนบุรี,2022-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,370,385,369,2
ปราจีนบุรี,2022-12,โรคเยื่อบุตาอักเสบ,487,509,487,0
ปราจีนบุรี,2023-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9487,10482,9461,54
ปราจีนบุรี,2023-01,โรคปอดอุดกั้นเรื้อรัง,508,630,492,43
ปราจีนบุรี,2023-01,โรคผิวหนังอักเสบ,385,493,385,1
ปราจีนบุรี,2023-01,โรคลมพิษ,220,229,219,1
ปราจีนบุรี,2023-01,โรคหอบหืด,694,813,682,37
ปราจีนบุรี,2023-01,โรคเยื่อจมูกอักเสบจากภูมิแพ้,396,424,395,1
ปราจีนบุรี,2023-01,โรคเยื่อบุตาอักเสบ,490,508,490,0
ปราจีนบุรี,2023-02,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7657,8346,7645,29
ปราจีนบุรี,2023-02,โรคปอดอุดกั้นเรื้อรัง,513,607,504,20
ปราจีนบุรี,2023-02,โรคผิวหนังอักเสบ,457,549,457,0
ปราจีนบุรี,2023-02,โรคลมพิษ,215,234,214,3
ปราจีนบุรี,2023-02,โรคหอบหืด,665,763,656,21
ปราจีนบุรี,2023-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,416,435,416,0
ปราจีนบุรี,2023-02,โรคเยื่อบุตาอักเสบ,534,564,534,0
ปราจีนบุรี,2023-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,6924,7567,6894,53
ปราจีนบุรี,2023-03,โรคปอดอุดกั้นเรื้อรัง,502,644,484,54
ปราจีนบุรี,2023-03,โรคผิวหนังอักเสบ,489,588,488,1
ปราจีนบุรี,2023-03,โรคลมพิษ,237,258,237,4
ปราจีนบุรี,2023-03,โรคหอบหืด,712,816,702,35
ปราจีนบุรี,2023-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,367,386,367,0
ปราจีนบุรี,2023-03,โรคเยื่อบุตาอักเสบ,542,585,542,0
ปราจีนบุรี,2023-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,4961,5356,4942,32
ปราจีนบุรี,2023-04,โรคปอดอุดกั้นเรื้อรัง,443,556,431,34
ปราจีนบุรี,2023-04,โรคผิวหนังอักเสบ,488,590,488,0
ปราจีนบุรี,2023-04,โรคลมพิษ,231,250,230,3
ปราจีนบุรี,2023-04,โรคหอบหืด,540,601,535,15
ปราจีนบุรี,2023-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,266,273,266,0
ปราจีนบุรี,2023-04,โรคเยื่อบุตาอักเสบ,518,547,518,1
ปราจีนบุรี,2023-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9600,10590,9573,47
ปราจีนบุรี,2023-05,โรคปอดอุดกั้นเรื้อรัง,485,595,473,26
ปราจีนบุรี,2023-05,โรคผิวหนังอักเสบ,608,786,608,0
ปราจีนบุรี,2023-05,โรคลมพิษ,248,268,245,6
ปราจีนบุรี,2023-05,โรคหอบหืด,642,710,637,13
ปราจีนบุรี,2023-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,344,358,343,1
ปราจีนบุรี,2023-05,โรคเยื่อบุตาอักเสบ,579,609,579,0
ปราจีนบุรี,2023-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11409,12639,11365,104
ปราจีนบุรี,2023-06,โรคปอดอุดกั้นเรื้อรัง,501,598,480,44
ปราจีนบุรี,2023-06,โรคผิวหนังอักเสบ,650,829,650,1
ปราจีนบุรี,2023-06,โรคลมพิษ,272,303,271,4
ปราจีนบุรี,2023-06,โรคหอบหืด,663,773,658,23
ปราจีนบุรี,2023-06,โรคเยื่อจมูกอักเสบจากภูมิแพ้,351,364,351,0
ปราจีนบุรี,2023-06,โรคเยื่อบุตาอักเสบ,637,672,637,1
ปราจีนบุรี,2023-07,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10682,12060,10641,80
ปราจีนบุรี,2023-07,โรคปอดอุดกั้นเรื้อรัง,499,617,470,71
ปราจีนบุรี,2023-07,โรคผิวหนังอักเสบ,715,873,713,2
ปราจีนบุรี,2023-07,โรคลมพิษ,259,288,257,4
ปราจีนบุรี,2023-07,โรคหอบหืด,650,753,634,39
ปราจีนบุรี,2023-07,โรคเยื่อจมูกอักเสบจากภูมิแพ้,372,392,371,1
ปราจีนบุรี,2023-07,โรคเยื่อบุตาอักเสบ,617,659,616,1
ปราจีนบุรี,2023-08,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11010,12337,10969,87
ปราจีนบุรี,2023-08,โรคปอดอุดกั้นเรื้อรัง,481,606,463,59
ปราจีนบุรี,2023-08,โรคผิวหนังอักเสบ,641,766,641,0
ปราจีนบุรี,2023-08,โรคลมพิษ,294,319,294,3
ปราจีนบุรี,2023-08,โรคหอบหืด,671,789,652,40
ปราจีนบุรี,2023-08,โรคเยื่อจมูกอักเสบจากภูมิแพ้,356,368,356,0
ปราจีนบุรี,2023-08,โรคเยื่อบุตาอักเสบ,654,698,654,0
ปราจีนบุรี,2023-09,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,13457,15029,13437,34
ปราจีนบุรี,2023-09,โรคปอดอุดกั้นเรื้อรัง,464,568,457,33
ปราจีนบุรี,2023-09,โรคผิวหนังอักเสบ,456,598,456,1
ปราจีนบุรี,2023-09,โรคลมพิษ,212,225,212,0
ปราจีนบุรี,2023-09,โรคหอบหืด,650,766,643,24
ปราจีนบุรี,2023-09,โรคเยื่อจมูกอักเสบจากภูมิแพ้,355,368,355,0
ปราจีนบุรี,2023-09,โรคเยื่อบุตาอักเสบ,536,563,536,0
ปราจีนบุรี,2023-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12476,13981,12455,38
ปราจีนบุรี,2023-10,โรคปอดอุดกั้นเรื้อรัง,512,647,493,44
ปราจีนบุรี,2023-10,โรคผิวหนังอักเสบ,522,665,522,0
ปราจีนบุรี,2023-10,โรคลมพิษ,265,291,263,2
ปราจีนบุรี,2023-10,โรคหอบหืด,750,872,744,23
ปราจีนบุรี,2023-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,442,464,442,0
ปราจีนบุรี,2023-10,โรคเยื่อบุตาอักเสบ,606,661,606,0
ปราจีนบุรี,2023-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10547,11575,10525,41
ปราจีนบุรี,2023-11,โรคปอดอุดกั้นเรื้อรัง,537,669,522,34
ปราจีนบุรี,2023-11,โรคผิวหนังอักเสบ,441,558,441,0
ปราจีนบุรี,2023-11,โรคลมพิษ,255,278,253,3
ปราจีนบุรี,2023-11,โรคหอบหืด,759,866,749,27
ปราจีนบุรี,2023-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,437,457,437,0
ปราจีนบุรี,2023-11,โรคเยื่อบุตาอักเสบ,603,636,603,0
ปราจีนบุรี,2023-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9022,9926,8993,50
ปราจีนบุรี,2023-12,โรคปอดอุดกั้นเรื้อรัง,377,503,360,45
ปราจีนบุรี,2023-12,โรคผิวหนังอักเสบ,366,472,366,0
ปราจีนบุรี,2023-12,โรคลมพิษ,196,211,196,2
ปราจีนบุรี,2023-12,โรคหอบหืด,627,727,614,41
ปราจีนบุรี,2023-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,350,373,350,0
ปราจีนบุรี,2023-12,โรคเยื่อบุตาอักเสบ,513,544,513,0
ปราจีนบุรี,2024-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12246,13596,12227,45
ปราจีนบุรี,2024-01,โรคปอดอุดกั้นเรื้อรัง,516,665,501,42
ปราจีนบุรี,2024-01,โรคผิวหนังอักเสบ,432,553,432,0
ปราจีนบุรี,2024-01,โรคลมพิษ,218,234,218,3
ปราจีนบุรี,2024-01,โรคหอบหืด,771,901,764,33
ปราจีนบุรี,2024-01,โรคเยื่อจมูกอักเสบจากภูมิแพ้,479,505,478,1
ปราจีนบุรี,2024-01,โรคเยื่อบุตาอักเสบ,616,659,616,0
ปราจีนบุรี,2024-02,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,8305,9122,8287,30
ปราจีนบุรี,2024-02,โรคปอดอุดกั้นเรื้อรัง,552,737,535,61
ปราจีนบุรี,2024-02,โรคผิวหนังอักเสบ,353,435,353,0
ปราจีนบุรี,2024-02,โรคลมพิษ,220,239,220,1
ปราจีนบุรี,2024-02,โรคหอบหืด,716,824,707,24
ปราจีนบุรี,2024-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,358,381,358,0
ปราจีนบุรี,2024-02,โรคเยื่อบุตาอักเสบ,639,680,639,0
ปราจีนบุรี,2024-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7431,8199,7390,69
ปราจีนบุรี,2024-03,โรคปอดอุดกั้นเรื้อรัง,524,697,489,86
ปราจีนบุรี,2024-03,โรคผิวหนังอักเสบ,459,535,459,0
ปราจีนบุรี,2024-03,โรคลมพิษ,201,227,200,4
ปราจีนบุรี,2024-03,โรคหอบหืด,679,796,673,38
ปราจีนบุรี,2024-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,350,375,349,1
ปราจีนบุรี,2024-03,โรคเยื่อบุตาอักเสบ,740,791,740,0
ปราจีนบุรี,2024-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,6623,7415,6584,69
ปราจีนบุรี,2024-04,โรคปอดอุดกั้นเรื้อรัง,640,873,620,78
ปราจีนบุรี,2024-04,โรคผิวหนังอักเสบ,664,806,663,1
ปราจีนบุรี,2024-04,โรคลมพิษ,267,297,264,6
ปราจีนบุรี,2024-04,โรคหอบหืด,835,969,830,22
ปราจีนบุรี,2024-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,441,489,441,0
ปราจีนบุรี,2024-04,โรคเยื่อบุตาอักเสบ,841,944,840,1
ปราจีนบุรี,2024-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,8397,9106,8351,86
ปราจีนบุรี,2024-05,โรคปอดอุดกั้นเรื้อรัง,528,684,512,66
ปราจีนบุรี,2024-05,โรคผิวหนังอักเสบ,680,748,679,1
ปราจีนบุรี,2024-05,โรคลมพิษ,228,257,224,8
ปราจีนบุรี,2024-05,โรคหอบหืด,682,771,677,25
ปราจีนบุรี,2024-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,324,341,324,0
ปราจีนบุรี,2024-05,โรคเยื่อบุตาอักเสบ,802,870,802,1
ปราจีนบุรี,2024-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11110,12292,11092,38
ปราจีนบุรี,2024-06,โรคปอดอุดกั้นเรื้อรัง,497,607,482,43
ปราจีนบุรี,2024-06,โรคผิวหนังอักเสบ,610,709,610,0
ปราจีนบุรี,2024-06,โรคลมพิษ,208,224,208,4
ปราจีนบุรี,2024-06,โรคหอบหืด,681,786,674,19
ปราจีนบุรี,2024-06,โรคเยื่อจมูกอักเสบจากภูมิแพ้,381,396,381,0
ปราจีนบุรี,2024-06,โรคเยื่อบุตาอักเสบ,708,752,708,0
ปราจีนบุรี,2024-07,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12757,14230,12713,83
ปราจีนบุรี,2024-07,โรคปอดอุดกั้นเรื้อรัง,530,688,499,72
ปราจีนบุรี,2024-07,โรคผิวหนังอักเสบ,552,645,551,1
ปราจีนบุรี,2024-07,โรคลมพิษ,198,218,197,4
ปราจีนบุรี,2024-07,โรคหอบหืด,770,908,753,43
ปราจีนบุรี,2024-07,โรคเยื่อจมูกอักเสบจากภูมิแพ้,422,442,422,0
ปราจีนบุรี,2024-07,โรคเยื่อบุตาอักเสบ,764,822,763,1
ปราจีนบุรี,2024-08,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11587,12885,11567,40
ปราจีนบุรี,2024-08,โรคปอดอุดกั้นเรื้อรัง,560,711,550,40
ปราจีนบุรี,2024-08,โรคผิวหนังอักเสบ,636,773,636,0
ปราจีนบุรี,2024-08,โรคลมพิษ,252,272,251,6
ปราจีนบุรี,2024-08,โรคหอบหืด,816,959,800,40
ปราจีนบุรี,2024-08,โรคเยื่อจมูกอักเสบจากภูมิแพ้,403,422,403,0
ปราจีนบุรี,2024-08,โรคเยื่อบุตาอักเสบ,780,846,780,0
ปราจีนบุรี,2024-09,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10466,11549,10442,51
ปราจีนบุรี,2024-09,โรคปอดอุดกั้นเรื้อรัง,621,763,605,51
ปราจีนบุรี,2024-09,โรคผิวหนังอักเสบ,755,1036,754,1
ปราจีนบุรี,2024-09,โรคลมพิษ,257,274,254,5
ปราจีนบุรี,2024-09,โรคหอบหืด,1166,1334,1153,38
ปราจีนบุรี,2024-09,โรคเยื่อจมูกอักเสบจากภูมิแพ้,428,451,428,0
ปราจีนบุรี,2024-09,โรคเยื่อบุตาอักเสบ,782,853,782,0
ปราจีนบุรี,2024-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,8080,8924,8066,28
ปราจีนบุรี,2024-10,โรคปอดอุดกั้นเรื้อรัง,566,731,551,44
ปราจีนบุรี,2024-10,โรคผิวหนังอักเสบ,659,956,659,0
ปราจีนบุรี,2024-10,โรคลมพิษ,234,263,233,1
ปราจีนบุรี,2024-10,โรคหอบหืด,882,1067,878,27
ปราจีนบุรี,2024-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,396,417,396,0
ปราจีนบุรี,2024-10,โรคเยื่อบุตาอักเสบ,745,797,742,3
ปราจีนบุรี,2024-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,8562,9345,8547,25
ปราจีนบุรี,2024-11,โรคปอดอุดกั้นเรื้อรัง,577,746,555,55
ปราจีนบุรี,2024-11,โรคผิวหนังอักเสบ,652,945,652,0
ปราจีนบุรี,2024-11,โรคลมพิษ,212,227,211,2
ปราจีนบุรี,2024-11,โรคหอบหืด,806,935,804,21
ปราจีนบุรี,2024-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,388,418,388,0
ปราจีนบุรี,2024-11,โรคเยื่อบุตาอักเสบ,715,758,715,0
ปราจีนบุรี,2024-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9287,10245,9272,33
ปราจีนบุรี,2024-12,โรคปอดอุดกั้นเรื้อรัง,531,721,510,72
ปราจีนบุรี,2024-12,โรคผิวหนังอักเสบ,506,585,506,0
ปราจีนบุรี,2024-12,โรคลมพิษ,198,213,196,7
ปราจีนบุรี,2024-12,โรคหอบหืด,803,962,796,39
ปราจีนบุรี,2024-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,410,437,410,0
ปราจีนบุรี,2024-12,โรคเยื่อบุตาอักเสบ,636,673,636,0
ปราจีนบุรี,2025-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11885,13252,11870,32
ปราจีนบุรี,2025-01,โรคปอดอุดกั้นเรื้อรัง,599,788,583,57
ปราจีนบุรี,2025-01,โรคผิวหนังอักเสบ,514,608,514,0
ปราจีนบุรี,2025-01,โรคลมพิษ,165,181,165,1
ปราจีนบุรี,2025-01,โรคหอบหืด,907,1086,898,34
ปราจีนบุรี,2025-01,โรคเยื่อจมูกอักเสบจากภูมิแพ้,530,568,530,0
ปราจีนบุรี,2025-01,โรคเยื่อบุตาอักเสบ,681,719,681,0
ปราจีนบุรี,2025-02,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10100,11070,10073,50
ปราจีนบุรี,2025-02,โรคปอดอุดกั้นเรื้อรัง,585,780,559,82
ปราจีนบุรี,2025-02,โรคผิวหนังอักเสบ,519,601,518,2
ปราจีนบุรี,2025-02,โรคลมพิษ,189,203,189,2
ปราจีนบุรี,2025-02,โรคหอบหืด,817,964,794,58
ปราจีนบุรี,2025-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,427,452,427,0
ปราจีนบุรี,2025-02,โรคเยื่อบุตาอักเสบ,669,704,669,1
ปราจีนบุรี,2025-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7891,8721,7869,50
ปราจีนบุรี,2025-03,โรคปอดอุดกั้นเรื้อรัง,563,787,541,91
ปราจีนบุรี,2025-03,โรคผิวหนังอักเสบ,572,680,572,0
ปราจีนบุรี,2025-03,โรคลมพิษ,225,253,222,3
ปราจีนบุรี,2025-03,โรคหอบหืด,873,1022,858,50
ปราจีนบุรี,2025-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,400,421,400,0
ปราจีนบุรี,2025-03,โรคเยื่อบุตาอักเสบ,709,754,709,0
ปราจีนบุรี,2025-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5548,6046,5526,44
ปราจีนบุรี,2025-04,โรคปอดอุดกั้นเรื้อรัง,512,702,491,80
ปราจีนบุรี,2025-04,โรคผิวหนังอักเสบ,630,776,629,1
ปราจีนบุรี,2025-04,โรคลมพิษ,222,252,221,6
ปราจีนบุรี,2025-04,โรคหอบหืด,707,817,703,19
ปราจีนบุรี,2025-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,327,347,327,0
ปราจีนบุรี,2025-04,โรคเยื่อบุตาอักเสบ,690,734,689,1
ปราจีนบุรี,2025-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11054,12208,11017,90
ปราจีนบุรี,2025-05,โรคปอดอุดกั้นเรื้อรัง,598,808,569,94
ปราจีนบุรี,2025-05,โรคผิวหนังอักเสบ,653,831,652,1
ปราจีนบุรี,2025-05,โรคลมพิษ,202,219,198,7
ปราจีนบุรี,2025-05,โรคหอบหืด,844,999,837,25
ปราจีนบุรี,2025-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,360,382,360,0
ปราจีนบุรี,2025-05,โรคเยื่อบุตาอักเสบ,615,652,615,0
ปราจีนบุรี,2025-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10250,11247,10218,87
ปราจีนบุรี,2025-06,โรคปอดอุดกั้นเรื้อรัง,495,665,469,91
ปราจีนบุรี,2025-06,โรคผิวหนังอักเสบ,659,781,658,1
ปราจีนบุรี,2025-06,โรคลมพิษ,239,263,236,6
ปราจีนบุรี,2025-06,โรคหอบหืด,741,883,732,31
ปราจีนบุรี,2025-06,โรคเยื่อจมูกอักเสบจากภูมิแพ้,378,398,378,0
ปราจีนบุรี,2025-06,โรคเยื่อบุตาอักเสบ,678,725,678,0
ปราจีนบุรี,2025-07,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7100,7779,7070,65
ปราจีนบุรี,2025-07,โรคปอดอุดกั้นเรื้อรัง,580,773,550,83
ปราจีนบุรี,2025-07,โรคผิวหนังอักเสบ,658,773,656,2
ปราจีนบุรี,2025-07,โรคลมพิษ,245,262,245,2
ปราจีนบุรี,2025-07,โรคหอบหืด,901,1080,890,51
ปราจีนบุรี,2025-07,โรคเยื่อจมูกอักเสบจากภูมิแพ้,427,458,425,2
ปราจีนบุรี,2025-07,โรคเยื่อบุตาอักเสบ,660,713,660,1
ปราจีนบุรี,2025-08,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7212,7892,7192,42
ปราจีนบุรี,2025-08,โรคปอดอุดกั้นเรื้อรัง,553,741,537,65
ปราจีนบุรี,2025-08,โรคผิวหนังอักเสบ,645,729,645,0
ปราจีนบุรี,2025-08,โรคลมพิษ,234,256,232,4
ปราจีนบุรี,2025-08,โรคหอบหืด,842,981,827,42
ปราจีนบุรี,2025-08,โรคเยื่อจมูกอักเสบจากภูมิแพ้,388,414,388,0
ปราจีนบุรี,2025-08,โรคเยื่อบุตาอักเสบ,651,686,651,0
ปราจีนบุรี,2025-09,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11271,12503,11245,55
ปราจีนบุรี,2025-09,โรคปอดอุดกั้นเรื้อรัง,555,741,531,73
ปราจีนบุรี,2025-09,โรคผิวหนังอักเสบ,645,752,645,1
ปราจีนบุรี,2025-09,โรคลมพิษ,253,276,250,5
ปราจีนบุรี,2025-09,โรคหอบหืด,891,1084,874,50
ปราจีนบุรี,2025-09,โรคเยื่อจมูกอักเสบจากภูมิแพ้,423,452,423,0
ปราจีนบุรี,2025-09,โรคเยื่อบุตาอักเสบ,650,703,649,1
ปราจีนบุรี,2025-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11593,12844,11572,34
ปราจีนบุรี,2025-10,โรคปอดอุดกั้นเรื้อรัง,605,860,576,102
ปราจีนบุรี,2025-10,โรคผิวหนังอักเสบ,553,667,553,0
ปราจีนบุรี,2025-10,โรคลมพิษ,216,238,214,3
ปราจีนบุรี,2025-10,โรคหอบหืด,835,1016,825,43
ปราจีนบุรี,2025-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,429,450,429,0
ปราจีนบุรี,2025-10,โรคเยื่อบุตาอักเสบ,694,751,694,1
ปราจีนบุรี,2025-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,8575,9391,8563,29
ปราจีนบุรี,2025-11,โรคปอดอุดกั้นเรื้อรัง,570,771,546,79
ปราจีนบุรี,2025-11,โรคผิวหนังอักเสบ,432,514,432,0
ปราจีนบุรี,2025-11,โรคลมพิษ,227,253,225,4
ปราจีนบุรี,2025-11,โรคหอบหืด,915,1084,903,41
ปราจีนบุรี,2025-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,367,400,367,0
ปราจีนบุรี,2025-11,โรคเยื่อบุตาอักเสบ,634,674,634,0
ปราจีนบุรี,2025-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,8507,9301,8489,38
ปราจีนบุรี,2025-12,โรคปอดอุดกั้นเรื้อรัง,576,815,551,90
ปราจีนบุรี,2025-12,โรคผิวหนังอักเสบ,510,587,510,1
ปราจีนบุรี,2025-12,โรคลมพิษ,202,216,199,6
ปราจีนบุรี,2025-12,โรคหอบหืด,894,1053,883,46
ปราจีนบุรี,2025-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,453,488,452,1
ปราจีนบุรี,2025-12,โรคเยื่อบุตาอักเสบ,576,613,576,0
ปัตตานี,2022-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,6746,7125,6711,87
ปัตตานี,2022-01,โรคปอดอุดกั้นเรื้อรัง,584,933,572,72
ปัตตานี,2022-01,โรคผิวหนังอักเสบ,367,386,367,0
ปัตตานี,2022-01,โรคลมพิษ,199,217,199,0
ปัตตานี,2022-01,โรคหอบหืด,696,921,688,26
ปัตตานี,2022-01,โรคเยื่อจมูกอักเสบจากภูมิแพ้,77,79,77,0
ปัตตานี,2022-01,โรคเยื่อบุตาอักเสบ,393,407,393,0
ปัตตานี,2022-02,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9077,10283,8026,1909
ปัตตานี,2022-02,โรคปอดอุดกั้นเรื้อรัง,593,939,582,52
ปัตตานี,2022-02,โรคผิวหนังอักเสบ,338,354,338,0
ปัตตานี,2022-02,โรคลมพิษ,213,238,213,1
ปัตตานี,2022-02,โรคหอบหืด,836,1013,830,13
ปัตตานี,2022-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,111,115,111,0
ปัตตานี,2022-02,โรคเยื่อบุตาอักเสบ,429,452,429,0
ปัตตานี,2022-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,18694,22934,16575,4821
ปัตตานี,2022-03,โรคปอดอุดกั้นเรื้อรัง,637,946,624,43
ปัตตานี,2022-03,โรคผิวหนังอักเสบ,282,296,282,0
ปัตตานี,2022-03,โรคลมพิษ,264,288,262,3
ปัตตานี,2022-03,โรคหอบหืด,748,896,743,14
ปัตตานี,2022-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,90,91,90,0
ปัตตานี,2022-03,โรคเยื่อบุตาอักเสบ,428,448,428,0
ปัตตานี,2022-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5312,5868,5212,338
ปัตตานี,2022-04,โรคปอดอุดกั้นเรื้อรัง,506,783,501,29
ปัตตานี,2022-04,โรคผิวหนังอักเสบ,364,383,364,0
ปัตตานี,2022-04,โรคลมพิษ,267,293,267,0
ปัตตานี,2022-04,โรคหอบหืด,772,1031,766,21
ปัตตานี,2022-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,93,96,93,0
ปัตตานี,2022-04,โรคเยื่อบุตาอักเสบ,480,519,480,0
ปัตตานี,2022-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9172,9743,9151,52
ปัตตานี,2022-05,โรคปอดอุดกั้นเรื้อรัง,625,1014,622,60
ปัตตานี,2022-05,โรคผิวหนังอักเสบ,427,442,427,0
ปัตตานี,2022-05,โรคลมพิษ,248,270,247,6
ปัตตานี,2022-05,โรคหอบหืด,1076,1414,1066,44
ปัตตานี,2022-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,150,151,150,0
ปัตตานี,2022-05,โรคเยื่อบุตาอักเสบ,583,620,583,0
ปัตตานี,2022-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,18369,19941,18348,43
ปัตตานี,2022-06,โรคปอดอุดกั้นเรื้อรัง,695,1149,680,78
ปัตตานี,2022-06,โรคผิวหนังอักเสบ,415,435,414,1
ปัตตานี,2022-06,โรคลมพิษ,359,403,359,3
ปัตตานี,2022-06,โรคหอบหืด,1224,1637,1218,33
ปัตตานี,2022-06,โรคเยื่อจมูกอักเสบจากภูมิแพ้,183,189,183,0
ปัตตานี,2022-06,โรคเยื่อบุตาอักเสบ,602,647,602,0
