province,ym,disease,persons,visits,opd,ipd
ฉะเชิงเทรา,2024-05,โรคหอบหืด,1133,1272,1121,46
ฉะเชิงเทรา,2024-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,389,411,389,0
ฉะเชิงเทรา,2024-05,โรคเยื่อบุตาอักเสบ,598,646,598,0
ฉะเชิงเทรา,2024-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,14198,15706,14153,109
ฉะเชิงเทรา,2024-06,โรคปอดอุดกั้นเรื้อรัง,709,953,676,114
ฉะเชิงเทรา,2024-06,โรคผิวหนังอักเสบ,766,821,766,0
ฉะเชิงเทรา,2024-06,โรคลมพิษ,440,485,439,6
ฉะเชิงเทรา,2024-06,โรคหอบหืด,1048,1218,1036,51
ฉะเชิงเทรา,2024-06,โรคเยื่อจมูกอักเสบจากภูมิแพ้,384,410,384,0
ฉะเชิงเทรา,2024-06,โรคเยื่อบุตาอักเสบ,553,585,553,0
ฉะเชิงเทรา,2024-07,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15965,18012,15935,101
ฉะเชิงเทรา,2024-07,โรคปอดอุดกั้นเรื้อรัง,804,1087,776,134
ฉะเชิงเทรา,2024-07,โรคผิวหนังอักเสบ,768,839,766,2
ฉะเชิงเทรา,2024-07,โรคลมพิษ,390,430,390,4
ฉะเชิงเทรา,2024-07,โรคหอบหืด,1191,1434,1175,77
ฉะเชิงเทรา,2024-07,โรคเยื่อจมูกอักเสบจากภูมิแพ้,424,457,424,0
ฉะเชิงเทรา,2024-07,โรคเยื่อบุตาอักเสบ,579,620,579,2
ฉะเชิงเทรา,2024-08,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15593,17448,15563,93
ฉะเชิงเทรา,2024-08,โรคปอดอุดกั้นเรื้อรัง,832,1169,801,136
ฉะเชิงเทรา,2024-08,โรคผิวหนังอักเสบ,789,849,789,0
ฉะเชิงเทรา,2024-08,โรคลมพิษ,445,490,445,6
ฉะเชิงเทรา,2024-08,โรคหอบหืด,1287,1601,1269,84
ฉะเชิงเทรา,2024-08,โรคเยื่อจมูกอักเสบจากภูมิแพ้,455,502,455,0
ฉะเชิงเทรา,2024-08,โรคเยื่อบุตาอักเสบ,576,610,576,1
ฉะเชิงเทรา,2024-09,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12537,13882,12525,49
ฉะเชิงเทรา,2024-09,โรคปอดอุดกั้นเรื้อรัง,697,969,671,96
ฉะเชิงเทรา,2024-09,โรคผิวหนังอักเสบ,705,757,705,1
ฉะเชิงเทรา,2024-09,โรคลมพิษ,378,418,377,4
ฉะเชิงเทรา,2024-09,โรคหอบหืด,1153,1419,1137,81
ฉะเชิงเทรา,2024-09,โรคเยื่อจมูกอักเสบจากภูมิแพ้,436,491,436,0
ฉะเชิงเทรา,2024-09,โรคเยื่อบุตาอักเสบ,566,604,566,1
ฉะเชิงเทรา,2024-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10683,12036,10665,41
ฉะเชิงเทรา,2024-10,โรคปอดอุดกั้นเรื้อรัง,890,1201,865,121
ฉะเชิงเทรา,2024-10,โรคผิวหนังอักเสบ,687,729,687,0
ฉะเชิงเทรา,2024-10,โรคลมพิษ,425,478,424,6
ฉะเชิงเทรา,2024-10,โรคหอบหืด,1317,1555,1297,70
ฉะเชิงเทรา,2024-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,463,522,463,0
ฉะเชิงเทรา,2024-10,โรคเยื่อบุตาอักเสบ,586,631,586,0
ฉะเชิงเทรา,2024-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12110,13654,12085,55
ฉะเชิงเทรา,2024-11,โรคปอดอุดกั้นเรื้อรัง,801,1089,766,140
ฉะเชิงเทรา,2024-11,โรคผิวหนังอักเสบ,529,572,529,1
ฉะเชิงเทรา,2024-11,โรคลมพิษ,383,430,383,5
ฉะเชิงเทรา,2024-11,โรคหอบหืด,1160,1409,1143,62
ฉะเชิงเทรา,2024-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,553,620,553,0
ฉะเชิงเทรา,2024-11,โรคเยื่อบุตาอักเสบ,584,640,584,1
ฉะเชิงเทรา,2024-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,13484,15254,13458,50
ฉะเชิงเทรา,2024-12,โรคปอดอุดกั้นเรื้อรัง,798,1135,762,158
ฉะเชิงเทรา,2024-12,โรคผิวหนังอักเสบ,505,547,504,1
ฉะเชิงเทรา,2024-12,โรคลมพิษ,327,366,325,6
ฉะเชิงเทรา,2024-12,โรคหอบหืด,1191,1429,1179,58
ฉะเชิงเทรา,2024-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,534,600,534,0
ฉะเชิงเทรา,2024-12,โรคเยื่อบุตาอักเสบ,536,565,536,0
ฉะเชิงเทรา,2025-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,16175,18781,16146,86
ฉะเชิงเทรา,2025-01,โรคปอดอุดกั้นเรื้อรัง,964,1379,913,201
ฉะเชิงเทรา,2025-01,โรคผิวหนังอักเสบ,520,562,520,1
ฉะเชิงเทรา,2025-01,โรคลมพิษ,352,389,350,7
ฉะเชิงเทรา,2025-01,โรคหอบหืด,1372,1691,1355,83
ฉะเชิงเทรา,2025-01,โรคเยื่อจมูกอักเสบจากภูมิแพ้,654,751,654,0
ฉะเชิงเทรา,2025-01,โรคเยื่อบุตาอักเสบ,576,625,576,1
ฉะเชิงเทรา,2025-02,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12939,14596,12903,82
ฉะเชิงเทรา,2025-02,โรคปอดอุดกั้นเรื้อรัง,834,1172,798,164
ฉะเชิงเทรา,2025-02,โรคผิวหนังอักเสบ,485,517,483,2
ฉะเชิงเทรา,2025-02,โรคลมพิษ,348,393,347,4
ฉะเชิงเทรา,2025-02,โรคหอบหืด,1262,1530,1247,78
ฉะเชิงเทรา,2025-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,566,664,566,0
ฉะเชิงเทรา,2025-02,โรคเยื่อบุตาอักเสบ,626,667,626,1
ฉะเชิงเทรา,2025-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10713,11969,10687,51
ฉะเชิงเทรา,2025-03,โรคปอดอุดกั้นเรื้อรัง,866,1231,821,152
ฉะเชิงเทรา,2025-03,โรคผิวหนังอักเสบ,603,635,603,0
ฉะเชิงเทรา,2025-03,โรคลมพิษ,428,476,427,3
ฉะเชิงเทรา,2025-03,โรคหอบหืด,1120,1335,1110,59
ฉะเชิงเทรา,2025-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,480,563,480,0
ฉะเชิงเทรา,2025-03,โรคเยื่อบุตาอักเสบ,621,653,619,2
ฉะเชิงเทรา,2025-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7792,8615,7772,51
ฉะเชิงเทรา,2025-04,โรคปอดอุดกั้นเรื้อรัง,837,1174,805,145
ฉะเชิงเทรา,2025-04,โรคผิวหนังอักเสบ,642,679,642,0
ฉะเชิงเทรา,2025-04,โรคลมพิษ,373,409,372,6
ฉะเชิงเทรา,2025-04,โรคหอบหืด,1134,1335,1128,38
ฉะเชิงเทรา,2025-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,431,484,431,0
ฉะเชิงเทรา,2025-04,โรคเยื่อบุตาอักเสบ,603,651,603,0
ฉะเชิงเทรา,2025-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,14663,16425,14565,204
ฉะเชิงเทรา,2025-05,โรคปอดอุดกั้นเรื้อรัง,844,1154,814,127
ฉะเชิงเทรา,2025-05,โรคผิวหนังอักเสบ,713,763,713,2
ฉะเชิงเทรา,2025-05,โรคลมพิษ,408,452,407,8
ฉะเชิงเทรา,2025-05,โรคหอบหืด,1152,1335,1143,48
ฉะเชิงเทรา,2025-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,441,513,441,0
ฉะเชิงเทรา,2025-05,โรคเยื่อบุตาอักเสบ,574,616,574,1
ฉะเชิงเทรา,2025-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,14033,15654,13975,142
